#no. particle1         E        px        py        pz particle2         E        px        py        pz
194	 W boson	  116.24	-2.49779	  -81.73	-19.1044	 W boson	  82.595	-10.0603	-8.66957	-13.5936
195	 b quark	 84.0219	  83.347	 2.04204	 9.55553	 b quark	 30.2069	 2.69014	 3.90051	 29.5386
196	 b quark	 51.3862	 17.1425	-5.69675	-47.9245	 b quark	 75.1905	 56.6133	-17.0016	 -46.282
197	 Z boson	 108.635	-12.2154	-56.9475	 9.69655	 Z boson	 121.142	-79.7328	-0.0639402	 1.69099
198	 b quark	 47.2612	-10.3742	-45.8287	 2.87296	 b quark	 44.2602	-4.70519	-43.7984	 1.03006
199	 b quark	 22.5609	-8.69714	-0.366501	-20.3899	 b quark	  45.843	-6.09854	-45.1764	-2.45036
200	 b quark	  54.466	 3.21794	-40.8261	 35.6644	 b quark	  48.438	 12.3236	-46.6002	   2.305
201	 b quark	 68.4739	-28.7379	-0.192025	 62.0104	 b quark	 75.2944	-62.9159	-38.2779	 15.1052
202	 W boson	 93.4044	 23.0885	  19.876	 36.5441	 W boson	 105.188	 33.8686	 54.4023	 22.2921
203	 W boson	 95.3685	-20.2197	-46.1598	-9.73646	 W boson	 96.0329	-39.1143	-35.0134	-2.38281
204	 b quark	  48.721	 8.66485	 36.3055	-31.0338	 b quark	 53.0711	 50.1123	 15.9208	-5.86106
205	 b quark	 52.4676	 38.7044	  8.9521	 34.0177	 b quark	 83.4579	 41.6095	 56.3934	 45.1241
206	tau lepton	 81.4353	 4.40089	 -16.158	  79.675	tau lepton	 92.9122	 46.9531	-77.9125	 18.8305
207	 b quark	 64.2827	 36.4252	 36.1376	 38.4977	 b quark	 20.4086	 1.55009	 19.5285	 3.90817
208	 W boson	 121.436	 36.2426	-67.5737	 49.0524	 W boson	  85.149	 1.37288	-12.0306	 25.3563
209	 b quark	 51.0563	 38.8604	 -29.484	 14.4858	 b quark	 61.1158	 9.69343	-23.1264	 55.5777
210	 b quark	 57.8257	-4.01398	 47.7593	-32.0822	 b quark	  94.702	-50.2174	  48.779	-63.6382
211	 b quark	 46.5362	-45.5769	 5.51215	-6.36453	 b quark	 45.2306	-7.37695	 41.0787	 -16.925
212	 b quark	 61.4011	 56.0946	-24.3225	-3.80015	 b quark	 85.0512	 30.7907	-46.1246	-64.3482
213	 b quark	 28.9304	 7.42444	  20.213	-18.8628	 b quark	  64.729	 14.3367	 62.9822	-0.281847
214	 b quark	 43.2976	 34.9151	 18.8596	 16.8066	 b quark	 73.9565	 35.7583	 62.8171	 15.0813
215	 b quark	 30.6536	-27.5689	-4.99349	  11.713	 b quark	 67.3906	-56.3159	-36.2841	 6.00001
216	 b quark	 44.8013	-24.3976	-34.0581	 15.3129	 b quark	 23.0451	-8.75758	 -20.824	 1.80827
217	 b quark	 92.6276	 58.0733	 23.9397	-67.9469	 b quark	 24.7678	 16.9889	 3.20724	-17.2355
218	 b quark	 74.7647	 13.2401	 72.6725	 10.7558	 b quark	 31.5781	 12.7905	 19.7125	 20.6767
219	 b quark	 35.0186	 14.5541	  25.559	 18.5404	 b quark	 31.4364	 6.14942	 29.7904	 6.74444
220	 b quark	 85.1609	  56.997	 58.3912	  24.015	 b quark	 37.2249	 1.50733	 36.3927	 6.44364
221	 W boson	 112.874	-16.5055	 62.5964	 45.7047	 W boson	 99.3311	-58.1236	 5.19732	0.724703
222	 b quark	 66.0276	-33.4947	-52.1744	 22.3182	 b quark	 29.7392	-6.30033	-28.6273	 2.78043
223	 b quark	 87.4595	-5.27631	 11.8109	 86.3965	 b quark	 28.7755	-1.07407	 27.6444	 6.72242
224	 b quark	 29.7977	 4.35835	 29.0861	 2.33136	 b quark	 65.1108	 59.0693	 26.5601	 5.22726
225	 W boson	 98.8463	 53.1283	-21.5958	-4.56261	 W boson	 81.7179	 1.59265	 -11.674	-8.84394
226	 b quark	 27.5916	 26.4401	 6.59718	-1.10424	 b quark	 36.6703	 35.4753	 8.25165	-0.80792
227	 Z boson	 98.5644	 8.64668	-35.9028	 5.99211	 Z boson	 92.4268	 8.00348	-12.7242	 1.22654
228	 b quark	 74.6769	-15.6925	-72.1579	  10.303	 b quark	  35.785	-21.9143	-13.8588	 24.3062
229	 b quark	  76.171	 61.6093	-30.1899	  32.824	 b quark	 53.7471	 17.7297	-37.7355	 33.6595
230	tau lepton	  25.233	-22.8373	 -9.0206	-5.53488	tau lepton	 62.8676	-29.9691	-44.8476	-32.2448
231	 W boson	 94.3557	 8.87503	 2.91026	-48.5282	 W boson	  84.798	 4.37098	 8.45523	-25.2848
232	 W boson	 92.3948	 10.0045	 41.6052	-15.6507	 W boson	 117.921	 4.58467	 43.1949	-74.5511
